transaction_id,user_id,plan_id,billing_date,amount_paid,payment_status
55304,1665,1,2026-02-06,29.0,Success
55305,1665,1,2026-03-08,29.0,Success
55306,1665,1,2026-04-07,29.0,Success
55307,1665,1,2026-05-07,29.0,Success
55308,1666,2,2025-11-16,79.0,Success
55309,1666,2,2025-12-16,79.0,Success
55310,1666,2,2026-01-15,79.0,Success
55311,1666,2,2026-02-14,79.0,Success
55312,1666,2,2026-03-16,79.0,Success
55313,1666,2,2026-04-15,79.0,Success
55314,1666,2,2026-05-15,79.0,Success
55315,1667,2,2026-03-19,79.0,Success
55316,1667,2,2026-04-18,79.0,Success
55317,1667,2,2026-05-18,79.0,Success
55318,1668,2,2025-11-11,79.0,Success
55319,1668,2,2025-12-11,79.0,Success
55320,1668,2,2026-01-10,79.0,Success
55321,1668,2,2026-02-09,79.0,Success
55322,1668,2,2026-03-11,79.0,Success
55323,1668,2,2026-04-10,79.0,Success
55324,1668,2,2026-05-10,79.0,Success
55325,1669,2,2026-01-12,79.0,Success
55326,1669,2,2026-02-11,0.0,Failed
55327,1669,2,2026-03-13,0.0,Failed
55328,1669,2,2026-04-12,79.0,Success
55329,1669,2,2026-05-12,79.0,Success
55330,1670,1,2025-10-16,0.0,Failed
55331,1670,1,2025-11-15,29.0,Success
55332,1670,1,2025-12-15,29.0,Success
55333,1670,1,2026-01-14,29.0,Success
55334,1670,1,2026-02-13,29.0,Success
55335,1670,1,2026-03-15,0.0,Failed
55336,1671,2,2026-03-13,79.0,Success
55337,1671,2,2026-04-12,79.0,Success
55338,1671,2,2026-05-12,79.0,Success
55339,1672,3,2025-10-04,149.0,Success
55340,1672,3,2025-11-03,149.0,Success
55341,1672,3,2025-12-03,149.0,Success
55342,1673,3,2026-05-18,149.0,Success
55343,1674,1,2025-12-16,29.0,Success
55344,1674,1,2026-01-15,29.0,Success
55345,1674,1,2026-02-14,29.0,Success
55346,1674,1,2026-03-16,29.0,Success
55347,1674,1,2026-04-15,29.0,Success
55348,1674,1,2026-05-15,29.0,Success
55349,1675,1,2026-03-22,29.0,Success
55350,1675,1,2026-04-21,29.0,Success
55351,1675,1,2026-05-21,29.0,Success
55352,1676,1,2025-12-16,0.0,Failed
55353,1676,1,2026-01-15,29.0,Success
55354,1676,1,2026-02-14,29.0,Success
55355,1676,1,2026-03-16,29.0,Success
55356,1676,1,2026-04-15,29.0,Success
55357,1676,1,2026-05-15,29.0,Success
55358,1677,2,2025-05-17,79.0,Success
55359,1677,2,2025-06-16,79.0,Success
55360,1677,2,2025-07-16,79.0,Success
55361,1677,2,2025-08-15,79.0,Success
55362,1677,2,2025-09-14,79.0,Success
55363,1677,2,2025-10-14,79.0,Success
55364,1677,2,2025-11-13,79.0,Success
55365,1677,2,2025-12-13,79.0,Success
55366,1677,2,2026-01-12,79.0,Success
55367,1677,2,2026-02-11,79.0,Success
55368,1677,2,2026-03-13,79.0,Success
55369,1677,2,2026-04-12,79.0,Success
55370,1678,2,2025-08-31,79.0,Success
55371,1678,2,2025-09-30,79.0,Success
55372,1678,2,2025-10-30,79.0,Success
55373,1678,2,2025-11-29,79.0,Success
55374,1678,2,2025-12-29,79.0,Success
55375,1678,2,2026-01-28,79.0,Success
55376,1678,2,2026-02-27,0.0,Failed
55377,1678,2,2026-03-29,79.0,Success
55378,1678,2,2026-04-28,79.0,Success
55379,1678,2,2026-05-28,79.0,Success
55380,1679,1,2025-02-09,29.0,Success
55381,1679,1,2025-03-11,29.0,Success
55382,1679,1,2025-04-10,29.0,Success
55383,1679,1,2025-05-10,29.0,Success
55384,1679,1,2025-06-09,29.0,Success
55385,1679,1,2025-07-09,29.0,Success
55386,1679,1,2025-08-08,29.0,Success
55387,1679,1,2025-09-07,29.0,Success
55388,1679,1,2025-10-07,0.0,Failed
55389,1679,1,2025-11-06,29.0,Success
55390,1679,1,2025-12-06,29.0,Success
55391,1679,1,2026-01-05,29.0,Success
55392,1680,2,2025-08-17,79.0,Success
55393,1680,2,2025-09-16,79.0,Success
55394,1680,2,2025-10-16,79.0,Success
55395,1680,2,2025-11-15,79.0,Success
55396,1680,2,2025-12-15,79.0,Success
55397,1680,2,2026-01-14,79.0,Success
55398,1681,2,2025-08-11,79.0,Success
55399,1681,2,2025-09-10,79.0,Success
55400,1681,2,2025-10-10,79.0,Success
55401,1681,2,2025-11-09,79.0,Success
55402,1681,2,2025-12-09,79.0,Success
55403,1681,2,2026-01-08,79.0,Success
55404,1681,2,2026-02-07,79.0,Success
55405,1681,2,2026-03-09,79.0,Success
55406,1681,2,2026-04-08,79.0,Success
55407,1681,2,2026-05-08,79.0,Success
55408,1682,2,2025-01-06,79.0,Success
55409,1682,2,2025-02-05,0.0,Failed
55410,1682,2,2025-03-07,79.0,Success
55411,1683,2,2025-11-18,79.0,Success
55412,1683,2,2025-12-18,79.0,Success
55413,1683,2,2026-01-17,79.0,Success
55414,1683,2,2026-02-16,79.0,Success
55415,1683,2,2026-03-18,79.0,Success
55416,1683,2,2026-04-17,79.0,Success
55417,1683,2,2026-05-17,0.0,Failed
55418,1684,2,2026-04-13,79.0,Success
55419,1684,2,2026-05-13,79.0,Success
55420,1685,2,2025-03-16,79.0,Success
55421,1685,2,2025-04-15,79.0,Success
55422,1685,2,2025-05-15,79.0,Success
55423,1685,2,2025-06-14,79.0,Success
55424,1685,2,2025-07-14,79.0,Success
55425,1685,2,2025-08-13,79.0,Success
55426,1685,2,2025-09-12,79.0,Success
55427,1685,2,2025-10-12,79.0,Success
55428,1685,2,2025-11-11,79.0,Success
55429,1685,2,2025-12-11,79.0,Success
55430,1685,2,2026-01-10,79.0,Success
55431,1685,2,2026-02-09,79.0,Success
55432,1685,2,2026-03-11,79.0,Success
55433,1685,2,2026-04-10,79.0,Success
55434,1685,2,2026-05-10,0.0,Failed
55435,1686,1,2025-01-04,29.0,Success
55436,1686,1,2025-02-03,29.0,Success
55437,1686,1,2025-03-05,29.0,Success
55438,1686,1,2025-04-04,29.0,Success
55439,1686,1,2025-05-04,29.0,Success
55440,1686,1,2025-06-03,29.0,Success
55441,1686,1,2025-07-03,29.0,Success
55442,1686,1,2025-08-02,29.0,Success
55443,1686,1,2025-09-01,29.0,Success
55444,1686,1,2025-10-01,29.0,Success
55445,1686,1,2025-10-31,29.0,Success
55446,1686,1,2025-11-30,29.0,Success
55447,1686,1,2025-12-30,29.0,Success
55448,1686,1,2026-01-29,29.0,Success
55449,1686,1,2026-02-28,29.0,Success
55450,1686,1,2026-03-30,29.0,Success
55451,1686,1,2026-04-29,29.0,Success
55452,1686,1,2026-05-29,29.0,Success
55453,1687,2,2025-04-28,79.0,Success
55454,1687,2,2025-05-28,79.0,Success
55455,1687,2,2025-06-27,79.0,Success
55456,1687,2,2025-07-27,79.0,Success
55457,1687,2,2025-08-26,79.0,Success
55458,1687,2,2025-09-25,79.0,Success
55459,1687,2,2025-10-25,0.0,Failed
55460,1687,2,2025-11-24,79.0,Success
55461,1687,2,2025-12-24,79.0,Success
55462,1687,2,2026-01-23,79.0,Success
55463,1687,2,2026-02-22,79.0,Success
55464,1687,2,2026-03-24,79.0,Success
55465,1688,2,2026-05-19,79.0,Success
55466,1689,3,2026-03-17,149.0,Success
55467,1689,3,2026-04-16,149.0,Success
55468,1689,3,2026-05-16,149.0,Success
55469,1690,2,2025-07-13,79.0,Success
55470,1690,2,2025-08-12,79.0,Success
55471,1690,2,2025-09-11,79.0,Success
55472,1690,2,2025-10-11,79.0,Success
55473,1690,2,2025-11-10,79.0,Success
55474,1690,2,2025-12-10,79.0,Success
55475,1690,2,2026-01-09,79.0,Success
55476,1690,2,2026-02-08,79.0,Success
55477,1690,2,2026-03-10,79.0,Success
55478,1690,2,2026-04-09,79.0,Success
55479,1690,2,2026-05-09,79.0,Success
55480,1691,2,2026-01-27,79.0,Success
55481,1691,2,2026-02-26,79.0,Success
55482,1691,2,2026-03-28,79.0,Success
55483,1691,2,2026-04-27,79.0,Success
55484,1691,2,2026-05-27,79.0,Success
55485,1692,1,2025-01-26,29.0,Success
55486,1692,1,2025-02-25,29.0,Success
55487,1692,1,2025-03-27,29.0,Success
55488,1692,1,2025-04-26,29.0,Success
55489,1692,1,2025-05-26,29.0,Success
55490,1692,1,2025-06-25,29.0,Success
55491,1692,1,2025-07-25,29.0,Success
55492,1692,1,2025-08-24,29.0,Success
55493,1692,1,2025-09-23,0.0,Failed
55494,1692,1,2025-10-23,0.0,Failed
55495,1692,1,2025-11-22,29.0,Success
55496,1692,1,2025-12-22,29.0,Success
55497,1692,1,2026-01-21,29.0,Success
55498,1692,1,2026-02-20,29.0,Success
55499,1692,1,2026-03-22,29.0,Success
55500,1692,1,2026-04-21,29.0,Success
55501,1692,1,2026-05-21,29.0,Success
55502,1693,1,2026-03-11,29.0,Success
55503,1693,1,2026-04-10,29.0,Success
55504,1693,1,2026-05-10,29.0,Success
55505,1694,1,2025-06-22,29.0,Success
55506,1694,1,2025-07-22,29.0,Success
55507,1694,1,2025-08-21,29.0,Success
55508,1694,1,2025-09-20,29.0,Success
55509,1694,1,2025-10-20,29.0,Success
55510,1694,1,2025-11-19,29.0,Success
55511,1694,1,2025-12-19,29.0,Success
55512,1694,1,2026-01-18,29.0,Success
55513,1694,1,2026-02-17,29.0,Success
55514,1694,1,2026-03-19,29.0,Success
55515,1694,1,2026-04-18,29.0,Success
55516,1694,1,2026-05-18,29.0,Success
55517,1695,1,2025-10-27,29.0,Success
55518,1695,1,2025-11-26,29.0,Success
55519,1695,1,2025-12-26,29.0,Success
55520,1695,1,2026-01-25,29.0,Success
55521,1695,1,2026-02-24,29.0,Success
55522,1695,1,2026-03-26,29.0,Success
55523,1695,1,2026-04-25,29.0,Success
55524,1695,1,2026-05-25,29.0,Success
55525,1696,2,2025-11-22,79.0,Success
55526,1696,2,2025-12-22,79.0,Success
55527,1696,2,2026-01-21,79.0,Success
55528,1696,2,2026-02-20,0.0,Failed
55529,1696,2,2026-03-22,79.0,Success
55530,1696,2,2026-04-21,79.0,Success
55531,1696,2,2026-05-21,79.0,Success
55532,1697,3,2026-02-14,149.0,Success
55533,1697,3,2026-03-16,149.0,Success
55534,1697,3,2026-04-15,149.0,Success
55535,1697,3,2026-05-15,149.0,Success
55536,1698,1,2025-04-28,29.0,Success
55537,1698,1,2025-05-28,29.0,Success
55538,1698,1,2025-06-27,29.0,Success
55539,1698,1,2025-07-27,29.0,Success
55540,1698,1,2025-08-26,29.0,Success
55541,1698,1,2025-09-25,29.0,Success
55542,1698,1,2025-10-25,29.0,Success
55543,1698,1,2025-11-24,29.0,Success
55544,1698,1,2025-12-24,29.0,Success
55545,1698,1,2026-01-23,29.0,Success
55546,1698,1,2026-02-22,29.0,Success
55547,1698,1,2026-03-24,29.0,Success
55548,1699,1,2025-08-13,29.0,Success
55549,1699,1,2025-09-12,29.0,Success
55550,1699,1,2025-10-12,29.0,Success
55551,1699,1,2025-11-11,29.0,Success
55552,1699,1,2025-12-11,29.0,Success
55553,1699,1,2026-01-10,29.0,Success
55554,1699,1,2026-02-09,29.0,Success
55555,1699,1,2026-03-11,29.0,Success
55556,1699,1,2026-04-10,29.0,Success
55557,1699,1,2026-05-10,0.0,Failed
55558,1700,2,2025-04-23,79.0,Success
55559,1700,2,2025-05-23,79.0,Success
55560,1700,2,2025-06-22,79.0,Success
55561,1700,2,2025-07-22,79.0,Success
55562,1700,2,2025-08-21,79.0,Success
55563,1700,2,2025-09-20,79.0,Success
55564,1700,2,2025-10-20,79.0,Success
55565,1700,2,2025-11-19,79.0,Success
55566,1700,2,2025-12-19,79.0,Success
55567,1700,2,2026-01-18,79.0,Success
55568,1700,2,2026-02-17,79.0,Success
55569,1700,2,2026-03-19,79.0,Success
55570,1700,2,2026-04-18,79.0,Success
55571,1700,2,2026-05-18,79.0,Success
55572,1701,1,2025-05-20,29.0,Success
55573,1701,1,2025-06-19,29.0,Success
55574,1701,1,2025-07-19,0.0,Failed
55575,1701,1,2025-08-18,0.0,Failed
55576,1701,1,2025-09-17,29.0,Success
55577,1701,1,2025-10-17,29.0,Success
55578,1701,1,2025-11-16,29.0,Success
55579,1701,1,2025-12-16,29.0,Success
55580,1701,1,2026-01-15,0.0,Failed
55581,1701,1,2026-02-14,29.0,Success
55582,1701,1,2026-03-16,29.0,Success
55583,1701,1,2026-04-15,29.0,Success
55584,1702,2,2025-01-01,79.0,Success
55585,1702,2,2025-01-31,79.0,Success
55586,1702,2,2025-03-02,79.0,Success
55587,1702,2,2025-04-01,79.0,Success
55588,1702,2,2025-05-01,79.0,Success
55589,1702,2,2025-05-31,79.0,Success
55590,1702,2,2025-06-30,79.0,Success
55591,1702,2,2025-07-30,79.0,Success
55592,1702,2,2025-08-29,79.0,Success
55593,1702,2,2025-09-28,79.0,Success
55594,1702,2,2025-10-28,79.0,Success
55595,1702,2,2025-11-27,79.0,Success
55596,1702,2,2025-12-27,79.0,Success
55597,1702,2,2026-01-26,79.0,Success
55598,1702,2,2026-02-25,79.0,Success
55599,1702,2,2026-03-27,79.0,Success
55600,1702,2,2026-04-26,79.0,Success
55601,1702,2,2026-05-26,79.0,Success
55602,1703,2,2025-03-31,79.0,Success
55603,1703,2,2025-04-30,0.0,Failed
55604,1703,2,2025-05-30,79.0,Success
55605,1703,2,2025-06-29,79.0,Success
55606,1703,2,2025-07-29,79.0,Success
55607,1703,2,2025-08-28,79.0,Success
55608,1703,2,2025-09-27,79.0,Success
55609,1703,2,2025-10-27,79.0,Success
55610,1703,2,2025-11-26,79.0,Success
55611,1703,2,2025-12-26,79.0,Success
55612,1703,2,2026-01-25,79.0,Success
55613,1703,2,2026-02-24,79.0,Success
55614,1704,2,2025-11-16,79.0,Success
55615,1704,2,2025-12-16,79.0,Success
55616,1704,2,2026-01-15,79.0,Success
55617,1704,2,2026-02-14,79.0,Success
55618,1704,2,2026-03-16,79.0,Success
55619,1704,2,2026-04-15,79.0,Success
55620,1704,2,2026-05-15,79.0,Success
55621,1705,1,2025-05-19,29.0,Success
55622,1705,1,2025-06-18,29.0,Success
55623,1705,1,2025-07-18,29.0,Success
55624,1705,1,2025-08-17,29.0,Success
55625,1705,1,2025-09-16,29.0,Success
55626,1705,1,2025-10-16,29.0,Success
55627,1705,1,2025-11-15,29.0,Success
55628,1705,1,2025-12-15,29.0,Success
55629,1705,1,2026-01-14,29.0,Success
55630,1705,1,2026-02-13,29.0,Success
55631,1705,1,2026-03-15,29.0,Success
55632,1705,1,2026-04-14,0.0,Failed
55633,1705,1,2026-05-14,29.0,Success
55634,1706,1,2026-05-26,29.0,Success
55635,1707,2,2025-09-16,79.0,Success
55636,1707,2,2025-10-16,79.0,Success
55637,1707,2,2025-11-15,0.0,Failed
55638,1707,2,2025-12-15,79.0,Success
55639,1707,2,2026-01-14,79.0,Success
55640,1707,2,2026-02-13,79.0,Success
55641,1707,2,2026-03-15,79.0,Success
55642,1707,2,2026-04-14,79.0,Success
55643,1707,2,2026-05-14,79.0,Success
55644,1708,2,2025-01-10,79.0,Success
55645,1708,2,2025-02-09,79.0,Success
55646,1708,2,2025-03-11,79.0,Success
55647,1708,2,2025-04-10,79.0,Success
55648,1708,2,2025-05-10,79.0,Success
55649,1708,2,2025-06-09,79.0,Success
55650,1708,2,2025-07-09,79.0,Success
55651,1708,2,2025-08-08,0.0,Failed
55652,1708,2,2025-09-07,79.0,Success
55653,1708,2,2025-10-07,79.0,Success
55654,1708,2,2025-11-06,79.0,Success
55655,1708,2,2025-12-06,79.0,Success
55656,1708,2,2026-01-05,79.0,Success
55657,1708,2,2026-02-04,0.0,Failed
55658,1708,2,2026-03-06,79.0,Success
55659,1708,2,2026-04-05,79.0,Success
55660,1708,2,2026-05-05,79.0,Success
55661,1709,1,2025-09-18,29.0,Success
55662,1709,1,2025-10-18,29.0,Success
55663,1709,1,2025-11-17,29.0,Success
55664,1709,1,2025-12-17,29.0,Success
55665,1709,1,2026-01-16,29.0,Success
55666,1709,1,2026-02-15,29.0,Success
55667,1710,2,2025-06-21,79.0,Success
55668,1710,2,2025-07-21,79.0,Success
55669,1710,2,2025-08-20,79.0,Success
55670,1710,2,2025-09-19,79.0,Success
55671,1710,2,2025-10-19,79.0,Success
55672,1710,2,2025-11-18,0.0,Failed
55673,1710,2,2025-12-18,79.0,Success
55674,1710,2,2026-01-17,79.0,Success
55675,1710,2,2026-02-16,79.0,Success
55676,1710,2,2026-03-18,79.0,Success
55677,1710,2,2026-04-17,79.0,Success
55678,1710,2,2026-05-17,79.0,Success
55679,1711,1,2025-01-13,29.0,Success
55680,1711,1,2025-02-12,29.0,Success
55681,1711,1,2025-03-14,29.0,Success
55682,1711,1,2025-04-13,29.0,Success
55683,1711,1,2025-05-13,29.0,Success
55684,1711,1,2025-06-12,29.0,Success
55685,1711,1,2025-07-12,0.0,Failed
55686,1711,1,2025-08-11,0.0,Failed
55687,1711,1,2025-09-10,29.0,Success
55688,1711,1,2025-10-10,29.0,Success
55689,1711,1,2025-11-09,29.0,Success
55690,1711,1,2025-12-09,29.0,Success
55691,1711,1,2026-01-08,29.0,Success
55692,1711,1,2026-02-07,0.0,Failed
55693,1711,1,2026-03-09,0.0,Failed
55694,1711,1,2026-04-08,29.0,Success
55695,1711,1,2026-05-08,29.0,Success
55696,1712,2,2025-06-17,79.0,Success
55697,1712,2,2025-07-17,79.0,Success
55698,1712,2,2025-08-16,79.0,Success
55699,1712,2,2025-09-15,79.0,Success
55700,1712,2,2025-10-15,79.0,Success
55701,1712,2,2025-11-14,79.0,Success
55702,1712,2,2025-12-14,79.0,Success
55703,1712,2,2026-01-13,79.0,Success
55704,1712,2,2026-02-12,79.0,Success
55705,1712,2,2026-03-14,79.0,Success
55706,1712,2,2026-04-13,79.0,Success
55707,1712,2,2026-05-13,79.0,Success
55708,1713,1,2025-11-17,29.0,Success
55709,1713,1,2025-12-17,29.0,Success
55710,1713,1,2026-01-16,29.0,Success
55711,1713,1,2026-02-15,29.0,Success
55712,1713,1,2026-03-17,29.0,Success
55713,1713,1,2026-04-16,29.0,Success
55714,1713,1,2026-05-16,29.0,Success
55715,1714,3,2025-11-15,149.0,Success
55716,1714,3,2025-12-15,149.0,Success
55717,1714,3,2026-01-14,149.0,Success
55718,1715,1,2025-11-25,0.0,Failed
55719,1715,1,2025-12-25,29.0,Success
55720,1715,1,2026-01-24,29.0,Success
55721,1715,1,2026-02-23,29.0,Success
55722,1715,1,2026-03-25,29.0,Success
55723,1715,1,2026-04-24,0.0,Failed
55724,1715,1,2026-05-24,29.0,Success
55725,1716,1,2026-02-23,29.0,Success
55726,1716,1,2026-03-25,29.0,Success
55727,1716,1,2026-04-24,29.0,Success
55728,1716,1,2026-05-24,29.0,Success
55729,1717,1,2025-04-05,29.0,Success
55730,1717,1,2025-05-05,29.0,Success
55731,1717,1,2025-06-04,29.0,Success
55732,1717,1,2025-07-04,29.0,Success
55733,1717,1,2025-08-03,29.0,Success
55734,1717,1,2025-09-02,29.0,Success
55735,1717,1,2025-10-02,29.0,Success
55736,1717,1,2025-11-01,29.0,Success
55737,1717,1,2025-12-01,29.0,Success
55738,1717,1,2025-12-31,29.0,Success
55739,1717,1,2026-01-30,29.0,Success
55740,1717,1,2026-03-01,29.0,Success
55741,1717,1,2026-03-31,29.0,Success
55742,1717,1,2026-04-30,29.0,Success
55743,1717,1,2026-05-30,29.0,Success
55744,1718,1,2025-11-14,29.0,Success
55745,1718,1,2025-12-14,29.0,Success
55746,1718,1,2026-01-13,29.0,Success
55747,1718,1,2026-02-12,29.0,Success
55748,1718,1,2026-03-14,29.0,Success
55749,1718,1,2026-04-13,29.0,Success
55750,1719,3,2025-08-24,149.0,Success
55751,1719,3,2025-09-23,149.0,Success
55752,1719,3,2025-10-23,149.0,Success
55753,1719,3,2025-11-22,149.0,Success
55754,1719,3,2025-12-22,149.0,Success
55755,1719,3,2026-01-21,149.0,Success
55756,1719,3,2026-02-20,149.0,Success
55757,1719,3,2026-03-22,149.0,Success
55758,1719,3,2026-04-21,149.0,Success
55759,1719,3,2026-05-21,149.0,Success
55760,1720,3,2025-11-30,149.0,Success
55761,1720,3,2025-12-30,149.0,Success
55762,1720,3,2026-01-29,149.0,Success
55763,1720,3,2026-02-28,149.0,Success
55764,1720,3,2026-03-30,149.0,Success
55765,1720,3,2026-04-29,149.0,Success
55766,1720,3,2026-05-29,149.0,Success
55767,1721,1,2026-01-11,29.0,Success
55768,1721,1,2026-02-10,29.0,Success
55769,1721,1,2026-03-12,29.0,Success
55770,1721,1,2026-04-11,29.0,Success
55771,1721,1,2026-05-11,29.0,Success
55772,1722,1,2026-04-04,0.0,Failed
55773,1722,1,2026-05-04,29.0,Success
55774,1723,2,2025-05-17,79.0,Success
55775,1723,2,2025-06-16,79.0,Success
55776,1723,2,2025-07-16,79.0,Success
55777,1723,2,2025-08-15,79.0,Success
55778,1723,2,2025-09-14,79.0,Success
55779,1723,2,2025-10-14,79.0,Success
55780,1723,2,2025-11-13,79.0,Success
55781,1723,2,2025-12-13,79.0,Success
55782,1723,2,2026-01-12,79.0,Success
55783,1723,2,2026-02-11,79.0,Success
55784,1723,2,2026-03-13,79.0,Success
55785,1723,2,2026-04-12,79.0,Success
55786,1723,2,2026-05-12,79.0,Success
55787,1724,3,2026-05-28,149.0,Success
55788,1725,2,2025-10-23,79.0,Success
55789,1725,2,2025-11-22,79.0,Success
55790,1725,2,2025-12-22,79.0,Success
55791,1725,2,2026-01-21,79.0,Success
55792,1725,2,2026-02-20,79.0,Success
55793,1725,2,2026-03-22,79.0,Success
55794,1725,2,2026-04-21,79.0,Success
55795,1725,2,2026-05-21,79.0,Success
55796,1726,1,2025-11-16,29.0,Success
55797,1726,1,2025-12-16,29.0,Success
55798,1726,1,2026-01-15,29.0,Success
55799,1726,1,2026-02-14,0.0,Failed
55800,1726,1,2026-03-16,29.0,Success
55801,1726,1,2026-04-15,29.0,Success
55802,1727,1,2025-12-15,29.0,Success
55803,1727,1,2026-01-14,29.0,Success
55804,1727,1,2026-02-13,29.0,Success
55805,1727,1,2026-03-15,29.0,Success
55806,1727,1,2026-04-14,0.0,Failed
55807,1727,1,2026-05-14,29.0,Success
55808,1728,2,2025-08-17,79.0,Success
55809,1728,2,2025-09-16,79.0,Success
55810,1728,2,2025-10-16,79.0,Success
55811,1728,2,2025-11-15,79.0,Success
55812,1728,2,2025-12-15,79.0,Success
55813,1728,2,2026-01-14,79.0,Success
55814,1728,2,2026-02-13,79.0,Success
55815,1728,2,2026-03-15,79.0,Success
55816,1728,2,2026-04-14,79.0,Success
55817,1728,2,2026-05-14,79.0,Success
55818,1729,1,2025-09-27,29.0,Success
55819,1729,1,2025-10-27,29.0,Success
55820,1729,1,2025-11-26,29.0,Success
55821,1729,1,2025-12-26,29.0,Success
55822,1729,1,2026-01-25,29.0,Success
55823,1729,1,2026-02-24,29.0,Success
55824,1729,1,2026-03-26,29.0,Success
55825,1729,1,2026-04-25,29.0,Success
55826,1729,1,2026-05-25,29.0,Success
55827,1730,2,2025-10-18,79.0,Success
55828,1730,2,2025-11-17,79.0,Success
55829,1730,2,2025-12-17,79.0,Success
55830,1730,2,2026-01-16,79.0,Success
55831,1730,2,2026-02-15,79.0,Success
55832,1730,2,2026-03-17,79.0,Success
55833,1730,2,2026-04-16,79.0,Success
55834,1730,2,2026-05-16,79.0,Success
55835,1731,1,2025-06-14,0.0,Failed
55836,1731,1,2025-07-14,29.0,Success
55837,1731,1,2025-08-13,0.0,Failed
55838,1731,1,2025-09-12,29.0,Success
55839,1731,1,2025-10-12,29.0,Success
55840,1731,1,2025-11-11,29.0,Success
55841,1731,1,2025-12-11,29.0,Success
55842,1731,1,2026-01-10,29.0,Success
55843,1731,1,2026-02-09,29.0,Success
55844,1731,1,2026-03-11,29.0,Success
55845,1731,1,2026-04-10,29.0,Success
55846,1731,1,2026-05-10,29.0,Success
55847,1732,2,2025-01-05,79.0,Success
55848,1732,2,2025-02-04,79.0,Success
55849,1732,2,2025-03-06,79.0,Success
55850,1732,2,2025-04-05,79.0,Success
55851,1732,2,2025-05-05,79.0,Success
55852,1732,2,2025-06-04,79.0,Success
55853,1732,2,2025-07-04,79.0,Success
55854,1732,2,2025-08-03,79.0,Success
55855,1732,2,2025-09-02,0.0,Failed
55856,1732,2,2025-10-02,79.0,Success
55857,1732,2,2025-11-01,79.0,Success
55858,1732,2,2025-12-01,79.0,Success
55859,1732,2,2025-12-31,79.0,Success
55860,1732,2,2026-01-30,79.0,Success
55861,1732,2,2026-03-01,79.0,Success
55862,1732,2,2026-03-31,79.0,Success
55863,1732,2,2026-04-30,79.0,Success
55864,1732,2,2026-05-30,79.0,Success
55865,1733,1,2026-01-14,29.0,Success
55866,1733,1,2026-02-13,29.0,Success
55867,1733,1,2026-03-15,29.0,Success
55868,1734,2,2025-03-19,79.0,Success
55869,1734,2,2025-04-18,79.0,Success
55870,1734,2,2025-05-18,0.0,Failed
55871,1734,2,2025-06-17,79.0,Success
55872,1734,2,2025-07-17,79.0,Success
55873,1734,2,2025-08-16,79.0,Success
55874,1734,2,2025-09-15,0.0,Failed
55875,1734,2,2025-10-15,79.0,Success
55876,1734,2,2025-11-14,79.0,Success
55877,1734,2,2025-12-14,79.0,Success
55878,1734,2,2026-01-13,79.0,Success
55879,1734,2,2026-02-12,79.0,Success
55880,1734,2,2026-03-14,79.0,Success
55881,1734,2,2026-04-13,79.0,Success
55882,1734,2,2026-05-13,79.0,Success
55883,1735,1,2026-02-14,29.0,Success
55884,1735,1,2026-03-16,29.0,Success
55885,1735,1,2026-04-15,29.0,Success
55886,1735,1,2026-05-15,29.0,Success
55887,1736,2,2025-05-12,79.0,Success
55888,1736,2,2025-06-11,0.0,Failed
55889,1736,2,2025-07-11,79.0,Success
55890,1736,2,2025-08-10,79.0,Success
55891,1736,2,2025-09-09,79.0,Success
55892,1736,2,2025-10-09,79.0,Success
55893,1736,2,2025-11-08,0.0,Failed
55894,1736,2,2025-12-08,79.0,Success
55895,1736,2,2026-01-07,79.0,Success
55896,1736,2,2026-02-06,79.0,Success
55897,1736,2,2026-03-08,79.0,Success
55898,1736,2,2026-04-07,79.0,Success
55899,1736,2,2026-05-07,79.0,Success
55900,1737,1,2025-02-11,29.0,Success
55901,1737,1,2025-03-13,29.0,Success
55902,1737,1,2025-04-12,29.0,Success
55903,1737,1,2025-05-12,29.0,Success
55904,1737,1,2025-06-11,29.0,Success
55905,1737,1,2025-07-11,29.0,Success
55906,1737,1,2025-08-10,29.0,Success
55907,1737,1,2025-09-09,29.0,Success
55908,1737,1,2025-10-09,29.0,Success
55909,1737,1,2025-11-08,0.0,Failed
55910,1737,1,2025-12-08,29.0,Success
55911,1737,1,2026-01-07,29.0,Success
55912,1738,2,2025-03-30,79.0,Success
55913,1738,2,2025-04-29,79.0,Success
55914,1738,2,2025-05-29,79.0,Success
55915,1738,2,2025-06-28,79.0,Success
55916,1738,2,2025-07-28,79.0,Success
55917,1738,2,2025-08-27,79.0,Success
55918,1738,2,2025-09-26,79.0,Success
55919,1738,2,2025-10-26,79.0,Success
55920,1738,2,2025-11-25,79.0,Success
55921,1738,2,2025-12-25,79.0,Success
55922,1738,2,2026-01-24,0.0,Failed
55923,1738,2,2026-02-23,79.0,Success
55924,1738,2,2026-03-25,79.0,Success
55925,1738,2,2026-04-24,79.0,Success
55926,1738,2,2026-05-24,79.0,Success
55927,1739,2,2026-02-06,79.0,Success
55928,1739,2,2026-03-08,79.0,Success
55929,1739,2,2026-04-07,79.0,Success
55930,1739,2,2026-05-07,79.0,Success
55931,1740,2,2025-10-23,79.0,Success
55932,1740,2,2025-11-22,79.0,Success
55933,1740,2,2025-12-22,0.0,Failed
55934,1740,2,2026-01-21,79.0,Success
55935,1740,2,2026-02-20,79.0,Success
55936,1740,2,2026-03-22,79.0,Success
